Participant id,Technique,Granularity,Language,Block no,Condition no,Stimuli,User Response,Trial Start Time,Trial End Time,Trial Time,Accuracy,,Legend,,,T1G3L1,T1G3L2,T1G1L1,T1G1L2,T1G2L1,T1G2L2,T2G3L1,T2G3L2,T2G1L1,T2G1L2,T2G2L1,T2G2L2
P05,AUTOCOMPASTE,sentence,English,0,1,"Reluctantly, I hoisted the chalice to my lips.","Reluctantly, I hoisted the chalice to my lips.",1.44334E+12,1.44334E+12,5409,1,,T1: Autocompaste,,Time,5695.166667,7048,7187.333333,10699.33333,9569.666667,10595.83333,11704.33333,12964.66667,6716.166667,5452.333333,7842.5,11294
P05,AUTOCOMPASTE,sentence,Latin,0,2,"Etiam purus mauris, finibus et fermentum sed, commodo ac lorem.","Etiam purus mauris, finibus et fermentum sed, commodo ac lorem.",1.44334E+12,1.44334E+12,5884,1,,T2: Traditional,,Accuracy,1,1,1,1,1,1,1,1,1,1,1,1
P05,AUTOCOMPASTE,paragraph,English,0,3,"We had arrived in the middle of a funeral ceremony. A complex ritual that, despite all the assaults of the modern world. Remained almost identical to those described by Chagnon a quarter century earlier.","We had arrived in the middle of a funeral ceremony. A complex ritual that, despite all the assaults of the modern world. Remained almost identical to those described by Chagnon a quarter century earlier.",1.44334E+12,1.44334E+12,5321,1,,G1: Paragraph,,Learning,-0.3317,0.4411,0.1814,-1.4221,0.6536,0.3732,0.8107,-0.268,-0.9922,-0.4081,0.2569,-0.1304
P05,AUTOCOMPASTE,paragraph,Latin,0,4,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Phasellus lacus neque, fringilla quis tortor nec, accumsan volutpat sem.","Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Phasellus lacus neque, fringilla quis tortor nec, accumsan volutpat sem.",1.44334E+12,1.44334E+12,21577,1,,G2: Phrase,,,,,,,,,,,,,,
P05,AUTOCOMPASTE,phrase,English,0,5,also known as the Second,also known as the Second,1.44334E+12,1.44334E+12,6783,1,,G3: Sentence,,Trial,T1G3L1,T1G3L2,T1G1L1,T1G1L2,T1G2L1,T1G2L2,T2G3L1,T2G3L2,T2G1L1,T2G1L2,T2G2L1,T2G2L2
P05,AUTOCOMPASTE,phrase,Latin,0,6,bibendum mi vel neque,bibendum mi vel neque,1.44334E+12,1.44334E+12,10518,1,,L1: English,,1,5.409,5.884,5.321,21.577,6.783,10.518,6.851,19.755,12.296,5.512,5.68,8.955
P05,TRADITIONAL,sentence,English,0,7,Yet we could see that certain traditions were still intact.,Yet we could see that certain traditions were still intact.,1.44334E+12,1.44334E+12,6851,1,,L2: Latin,,2,5.816,3.893,6.378,5.238,8.329,10.721,8.518,11.856,5.053,7.075,5.49,17.426
P05,TRADITIONAL,sentence,Latin,0,8,"Donec eleifend arcu nisi, sed dapibus nunc facilisis eget.","Donec eleifend arcu nisi, sed dapibus nunc facilisis eget.",1.44334E+12,1.44334E+12,19755,1,,,,3,8.718,13.128,9.563,8.305,10.256,10.315,19.946,6.997,7.088,6.256,12.723,9.527
P05,TRADITIONAL,paragraph,English,0,9,The positively and negatively charged leaders proceed in opposite directions. Positive upwards within the cloud and negative towards the earth. Both ionic channels proceed. In their respective directions. In a number of successive spurts.,The positively and negatively charged leaders proceed in opposite directions. Positive upwards within the cloud and negative towards the earth. Both ionic channels proceed. In their respective directions. In a number of successive spurts.,1.44334E+12,1.44334E+12,12296,1,,,,4,5.332,4.039,6.412,11.116,11.377,8.175,8.605,9.35,4.385,4.927,6.322,5.962
P05,TRADITIONAL,paragraph,Latin,0,10,"Suspendisse lobortis sed est pharetra aliquam. In convallis urna id diam porttitor vehicula. Maecenas luctus mauris porttitor erat dictum, nec scelerisque felis feugiat.","Suspendisse lobortis sed est pharetra aliquam. In convallis urna id diam porttitor vehicula. Maecenas luctus mauris porttitor erat dictum, nec scelerisque felis feugiat.",1.44334E+12,1.44334E+12,5512,1,,,,5,4.106,5.546,6.131,9.393,11.354,9.638,16.002,13.27,6.38,4.444,11.969,16.708
P05,TRADITIONAL,phrase,English,0,11,can choose to take certain,can choose to take certain,1.44334E+12,1.44334E+12,5680,1,,,,6,4.79,9.798,7.369,8.567,9.319,14.208,10.304,16.56,5.095,4.5,4.871,9.186
P05,TRADITIONAL,phrase,Latin,0,12,bibendum mi vel neque,bibendum mi vel neque,1.44334E+12,1.44334E+12,8955,1,,,,,,,,,,,,,,,,
P05,AUTOCOMPASTE,sentence,English,0,13,It creeps in unbidden and corrupts everything it touches.,It creeps in unbidden and corrupts everything it touches.,1.44334E+12,1.44334E+12,5816,1,,,,,,,,,,,,,,,,
P05,AUTOCOMPASTE,sentence,Latin,0,14,"Nunc tellus lorem, semper eget urna ac, bibendum gravida felis.","Nunc tellus lorem, semper eget urna ac, bibendum gravida felis.",1.44334E+12,1.44334E+12,3893,1,,,,,,,,,,,,,,,,
P05,AUTOCOMPASTE,paragraph,English,0,15,This means that there is need for a regular sequence of new editions. Normally one or two per year achieving that sequence can pose problems for the Editorial Secretary. Who may have too few or too many texts ready for publication at any one time.,This means that there is need for a regular sequence of new editions. Normally one or two per year achieving that sequence can pose problems for the Editorial Secretary. Who may have too few or too many texts ready for publication at any one time.,1.44334E+12,1.44334E+12,6378,1,,,,,,,,,,,,,,,,
P05,AUTOCOMPASTE,paragraph,Latin,0,16,"Cras scelerisque convallis elit, quis cursus justo auctor non. Aenean congue tortor vel ullamcorper lacinia. Proin elementum ullamcorper efficitur.","Cras scelerisque convallis elit, quis cursus justo auctor non. Aenean congue tortor vel ullamcorper lacinia. Proin elementum ullamcorper efficitur.",1.44334E+12,1.44334E+12,5238,1,,,,,,,,,,,,,,,,
P05,AUTOCOMPASTE,phrase,English,0,17,pervades this holy place,pervades this holy place,1.44334E+12,1.44334E+12,8329,1,,,,,,,,,,,,,,,,
P05,AUTOCOMPASTE,phrase,Latin,0,18,aliquet et dolor mattis,aliquet et dolor mattis,1.44334E+12,1.44334E+12,10721,1,,,,,,,,,,,,,,,,
P05,TRADITIONAL,sentence,English,0,19,It creeps in unbidden and corrupts everything it touches.,It creeps in unbidden and corrupts everything it touches.,1.44334E+12,1.44334E+12,8518,1,,,,,,,,,,,,,,,,
P05,TRADITIONAL,sentence,Latin,0,20,Maecenas sit amet purus at enim molestie maximus at vel est.,Maecenas sit amet purus at enim molestie maximus at vel est.,1.44334E+12,1.44334E+12,11856,1,,,,,,,,,,,,,,,,
P05,TRADITIONAL,paragraph,English,0,21,"During the 20th century, over 200,000 humpbacks were estimated to have been taken. Reducing the global population by over 90%. With North Atlantic populations estimated to have dropped to as low as 700 individuals.","During the 20th century, over 200,000 humpbacks were estimated to have been taken. Reducing the global population by over 90%. With North Atlantic populations estimated to have dropped to as low as 700 individuals.",1.44334E+12,1.44334E+12,5053,1,,,,,,,,,,,,,,,,
P05,TRADITIONAL,paragraph,Latin,0,22,"Praesent sem mi, pharetra in hendrerit in, egestas nec metus. Cras pretium velit ipsum, sed convallis orci dignissim ut. In mattis justo gravida fermentum hendrerit. Cras mattis justo eu nisl iaculis lobortis.","Praesent sem mi, pharetra in hendrerit in, egestas nec metus. Cras pretium velit ipsum, sed convallis orci dignissim ut. In mattis justo gravida fermentum hendrerit. Cras mattis justo eu nisl iaculis lobortis.",1.44334E+12,1.44334E+12,7075,1,,,,,,,,,,,,,,,,
P05,TRADITIONAL,phrase,English,0,23,directly involved more than,directly involved more than,1.44334E+12,1.44334E+12,5490,1,,,,,,,,,,,,,,,,
P05,TRADITIONAL,phrase,Latin,0,24,risus elit lobortis,risus elit lobortis,1.44334E+12,1.44334E+12,17426,1,,,,,,,,,,,,,,,,
P05,AUTOCOMPASTE,sentence,English,0,25,Yet we could see that certain traditions were still intact.,Yet we could see that certain traditions were still intact.,1.44334E+12,1.44334E+12,8718,1,,,,,,,,,,,,,,,,
P05,AUTOCOMPASTE,sentence,Latin,0,26,Maecenas sit amet purus at enim molestie maximus at vel est.,Maecenas sit amet purus at enim molestie maximus at vel est.,1.44334E+12,1.44334E+12,13128,1,,,,,,,,,,,,,,,,
