Participant id,Technique,Granularity,Language,Block no,Condition no,Stimuli,User Response,Trial Start Time,Trial End Time,Trial Time,Accuracy,,Legend,,,T1G1L2,T1G1L1,T1G2L2,T1G2L1,T1G3L2,T1G3L1,T2G1L2,T2G1L1,T2G2L2,T2G2L1,T2G3L2,T2G3L1
P02,AUTOCOMPASTE,paragraph,Latin,0,1,"Nullam eleifend lorem quis imperdiet iaculis. Pellentesque vel purus porta, fermentum ipsum non, tincidunt dui. Suspendisse scelerisque enim ac quam imperdiet laoreet.","Nullam eleifend lorem quis imperdiet iaculis. Pellentesque vel purus porta, fermentum ipsum non, tincidunt dui. Suspendisse scelerisque enim ac quam imperdiet laoreet.",1.44E+12,1.44E+12,7525,1,,T1: Autocompaste,,Time,9681.666667,6751.833333,12532.33333,16588.83333,8604,4347.166667,7520.5,5938,7917.5,7906.333333,9659.5,12988.5
P02,AUTOCOMPASTE,paragraph,English,0,2,"During the 20th century, over 200,000 humpbacks were estimated to have been taken. Reducing the global population by over 90%. With North Atlantic populations estimated to have dropped to as low as 700 individuals.","During the 20th century, over 200,000 humpbacks were estimated to have been taken. Reducing the global population by over 90%. With North Atlantic populations estimated to have dropped to as low as 700 individuals.",1.44E+12,1.44E+12,8370,1,,T2: Traditional,,Accuracy,1,1,1,1,1,1,1,1,1,1,1,1
P02,AUTOCOMPASTE,phrase,Latin,0,3,nunc a nisi fermentum,nunc a nisi fermentum,1.44E+12,1.44E+12,19620,1,,G1: Paragraph,,Learning,0.7206,-0.1873,0.0757,0.2444,-0.1187,0.4263,0.5983x ,0.5142,-0.3938,0.1675,3.1093,2.6148
P02,AUTOCOMPASTE,phrase,English,0,4,can choose to take certain,can choose to take certain,1.44E+12,1.44E+12,20723,1,,G2: Phrase,,,,,,,,,,,,,,
P02,AUTOCOMPASTE,sentence,Latin,0,5,Maecenas sit amet purus at enim molestie maximus at vel est.,Maecenas sit amet purus at enim molestie maximus at vel est.,1.44E+12,1.44E+12,11272,1,,G3: Sentence,,Trial,T1G1L2,T1G1L1,T1G2L2,T1G2L1,T1G3L2,T1G3L1,T2G1L2,T2G1L1,T2G2L2,T2G2L1,T2G3L2,T2G3L1
P02,AUTOCOMPASTE,sentence,English,0,6,Yet we could see that certain traditions were still intact.,Yet we could see that certain traditions were still intact.,1.44E+12,1.44E+12,3948,1,,L1: English,,1,7.525,8.37,19.62,20.723,11.272,3.948,8.077,5.951,10.44,5.996,5.693,8.01
P02,TRADITIONAL,paragraph,Latin,0,7,"Praesent sem mi, pharetra in hendrerit in, egestas nec metus. Cras pretium velit ipsum, sed convallis orci dignissim ut. In mattis justo gravida fermentum hendrerit. Cras mattis justo eu nisl iaculis lobortis.","Praesent sem mi, pharetra in hendrerit in, egestas nec metus. Cras pretium velit ipsum, sed convallis orci dignissim ut. In mattis justo gravida fermentum hendrerit. Cras mattis justo eu nisl iaculis lobortis.",1.44E+12,1.44E+12,8077,1,,L2: Latin,,2,8.865,6.12,7.91,13.69,5.895,3.341,8.607,4.972,7.359,9.347,5.939,7.784
P02,TRADITIONAL,paragraph,English,0,8,Each leader pools ions at the leading tips. Shooting out one or more new leaders. Momentarily pooling again to concentrate charged ions. Then shooting out another leader.,Each leader pools ions at the leading tips. Shooting out one or more new leaders. Momentarily pooling again to concentrate charged ions. Then shooting out another leader.,1.44E+12,1.44E+12,5951,1,,,,3,7.964,7.267,11.959,12.61,7.583,4.263,9.439,5.017,5.951,6.469,5.186,6.176
P02,TRADITIONAL,phrase,Latin,0,9,risus elit lobortis,risus elit lobortis,1.44E+12,1.44E+12,10440,1,,,,4,11.159,5.029,9.134,20.531,6.94,3.723,5.748,5.433,8.426,9.056,6.176,9.068
P02,TRADITIONAL,phrase,English,0,10,were hunting the animal,were hunting the animal,1.44E+12,1.44E+12,5996,1,,,,5,13.319,6.367,21.206,7.289,14.569,4.408,8.651,4.511,9.313,10.777,10.349,41.219
P02,TRADITIONAL,sentence,Latin,0,11,"Donec eleifend arcu nisi, sed dapibus nunc facilisis eget.","Donec eleifend arcu nisi, sed dapibus nunc facilisis eget.",1.44E+12,1.44E+12,5693,1,,,,6,9.258,7.358,12.737,24.69,5.365,6.4,4.601,9.744,6.016,5.793,24.614,5.674
P02,TRADITIONAL,sentence,English,0,12,"The darkness pervades this holy place, he thought.","The darkness pervades this holy place, he thought.",1.44E+12,1.44E+12,8010,1,,,,,,,,,,,,,,,,
P02,AUTOCOMPASTE,paragraph,Latin,0,13,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Phasellus lacus neque, fringilla quis tortor nec, accumsan volutpat sem.","Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Phasellus lacus neque, fringilla quis tortor nec, accumsan volutpat sem.",1.44E+12,1.44E+12,8865,1,,,,,,,,,,,,,,,,
P02,AUTOCOMPASTE,paragraph,English,0,14,Each leader pools ions at the leading tips. Shooting out one or more new leaders. Momentarily pooling again to concentrate charged ions. Then shooting out another leader.,Each leader pools ions at the leading tips. Shooting out one or more new leaders. Momentarily pooling again to concentrate charged ions. Then shooting out another leader.,1.44E+12,1.44E+12,6120,1,,,,,,,,,,,,,,,,
P02,AUTOCOMPASTE,phrase,Latin,0,15,aliquet et dolor mattis,aliquet et dolor mattis,1.44E+12,1.44E+12,7910,1,,,,,,,,,,,,,,,,
P02,AUTOCOMPASTE,phrase,English,0,16,also known as the Second,also known as the Second,1.44E+12,1.44E+12,13690,1,,,,,,,,,,,,,,,,
P02,AUTOCOMPASTE,sentence,Latin,0,17,"Etiam purus mauris, finibus et fermentum sed, commodo ac lorem.","Etiam purus mauris, finibus et fermentum sed, commodo ac lorem.",1.44E+12,1.44E+12,5895,1,,,,,,,,,,,,,,,,
P02,AUTOCOMPASTE,sentence,English,0,18,A murmur from Auriel brought a fast response.,A murmur from Auriel brought a fast response.,1.44E+12,1.44E+12,3341,1,,,,,,,,,,,,,,,,
P02,TRADITIONAL,paragraph,Latin,0,19,"Nullam eleifend lorem quis imperdiet iaculis. Pellentesque vel purus porta, fermentum ipsum non, tincidunt dui. Suspendisse scelerisque enim ac quam imperdiet laoreet.","Nullam eleifend lorem quis imperdiet iaculis. Pellentesque vel purus porta, fermentum ipsum non, tincidunt dui. Suspendisse scelerisque enim ac quam imperdiet laoreet.",1.44E+12,1.44E+12,8607,1,,,,,,,,,,,,,,,,
P02,TRADITIONAL,paragraph,English,0,20,The positively and negatively charged leaders proceed in opposite directions. Positive upwards within the cloud and negative towards the earth. Both ionic channels proceed. In their respective directions. In a number of successive spurts.,The positively and negatively charged leaders proceed in opposite directions. Positive upwards within the cloud and negative towards the earth. Both ionic channels proceed. In their respective directions. In a number of successive spurts.,1.44E+12,1.44E+12,4972,1,,,,,,,,,,,,,,,,
P02,TRADITIONAL,phrase,Latin,0,21,bibendum mi vel neque,bibendum mi vel neque,1.44E+12,1.44E+12,7359,1,,,,,,,,,,,,,,,,
P02,TRADITIONAL,phrase,English,0,22,can choose to take certain,can choose to take certain,1.44E+12,1.44E+12,9347,1,,,,,,,,,,,,,,,,
P02,TRADITIONAL,sentence,Latin,0,23,"Morbi fringilla euismod dolor, eu consectetur sapien efficitur sed.","Morbi fringilla euismod dolor, eu consectetur sapien efficitur sed.",1.44E+12,1.44E+12,5939,1,,,,,,,,,,,,,,,,
P02,TRADITIONAL,sentence,English,0,24,"Leaders often split, forming branches in a tree-like pattern.","Leaders often split, forming branches in a tree-like pattern.",1.44E+12,1.44E+12,7784,1,,,,,,,,,,,,,,,,
P02,AUTOCOMPASTE,paragraph,Latin,0,25,"Cras scelerisque convallis elit, quis cursus justo auctor non. Aenean congue tortor vel ullamcorper lacinia. Proin elementum ullamcorper efficitur.","Cras scelerisque convallis elit, quis cursus justo auctor non. Aenean congue tortor vel ullamcorper lacinia. Proin elementum ullamcorper efficitur.",1.44E+12,1.44E+12,7964,1,,,,,,,,,,,,,,,,
