Participant id,Technique,Granularity,Language,Block no,Condition no,Stimuli,User Response,Trial Start Time,Trial End Time,Trial Time,Accuracy,,Legend,,,T2G2L2,T2G2L1,T2G3L2,T2G3L1,T2G1L2,T2G1L1,T1G2L2,T1G2L1,T1G3L2,T1G3L1,T1G1L2,T1G1L1
P10,TRADITIONAL,phrase,Latin,0,1,risus elit lobortis,risus elit lobortis,1.44332E+12,1.44332E+12,14535,1,,T1: Autocompaste,,Time,14063.66667,7375.166667,11779.5,8467.666667,6195.166667,6460.833333,15485.83333,21051.5,7130.666667,5856.833333,11268.66667,6587.333333
P10,TRADITIONAL,phrase,English,0,2,pervades this holy place,pervades this holy place,1.44332E+12,1.44332E+12,11506,1,,T2: Traditional,,Accuracy,1,1,1,1,1,1,1,1,1,1,1,1
P10,TRADITIONAL,sentence,Latin,0,3,"Donec eleifend arcu nisi, sed dapibus nunc facilisis eget.","Donec eleifend arcu nisi, sed dapibus nunc facilisis eget.",1.44332E+12,1.44332E+12,14537,1,,G1: Paragraph,,Learning,0.9301,-1.6707,-1.5004,1.4641,0.4643,0.236,-1.5274,1.3617,-0.3774,-1.0331,1.9627,0.2934
P10,TRADITIONAL,sentence,English,0,4,"The darkness pervades this holy place, he thought.","The darkness pervades this holy place, he thought.",1.44332E+12,1.44332E+12,5361,1,,G2: Phrase,,,,,,,,,,,,,,
P10,TRADITIONAL,paragraph,Latin,0,5,"Praesent sem mi, pharetra in hendrerit in, egestas nec metus. Cras pretium velit ipsum, sed convallis orci dignissim ut. In mattis justo gravida fermentum hendrerit. Cras mattis justo eu nisl iaculis lobortis.","Praesent sem mi, pharetra in hendrerit in, egestas nec metus. Cras pretium velit ipsum, sed convallis orci dignissim ut. In mattis justo gravida fermentum hendrerit. Cras mattis justo eu nisl iaculis lobortis.",1.44332E+12,1.44332E+12,5343,1,,G3: Sentence,,Trial,T2G2L2,T2G2L1,T2G3L2,T2G3L1,T2G1L2,T2G1L1,T1G2L2,T1G2L1,T1G3L2,T1G3L1,T1G1L2,T1G1L1
P10,TRADITIONAL,paragraph,English,0,6,Each leader pools ions at the leading tips. Shooting out one or more new leaders. Momentarily pooling again to concentrate charged ions. Then shooting out another leader.,Each leader pools ions at the leading tips. Shooting out one or more new leaders. Momentarily pooling again to concentrate charged ions. Then shooting out another leader.,1.44332E+12,1.44332E+12,4127,1,,L1: English,,1,14.535,11.506,14.537,5.361,5.343,4.127,18.204,26.159,11.326,8.536,10.594,6.909
P10,AUTOCOMPASTE,phrase,Latin,0,7,ante id sem tincidunt,ante id sem tincidunt,1.44332E+12,1.44332E+12,18204,1,,L2: Latin,,2,6.739,9.027,13.703,8.899,3.882,6.249,22.051,10.215,5.249,10.202,9.865,5.814
P10,AUTOCOMPASTE,phrase,English,0,8,were hunting the animal,were hunting the animal,1.44332E+12,1.44332E+12,26159,1,,,,3,18.202,10.342,11.026,5.466,5.037,5.481,12.193,16.341,5.014,3.255,4.784,5.868
P10,AUTOCOMPASTE,sentence,Latin,0,9,"Nunc tellus lorem, semper eget urna ac, bibendum gravida felis.","Nunc tellus lorem, semper eget urna ac, bibendum gravida felis.",1.44332E+12,1.44332E+12,11326,1,,,,4,12.490,5.418,19.018,4.270,11.894,11.821,15.257,24.828,6.474,4.878,8.521,6.827
P10,AUTOCOMPASTE,sentence,English,0,10,It creeps in unbidden and corrupts everything it touches.,It creeps in unbidden and corrupts everything it touches.,1.44332E+12,1.44332E+12,8536,1,,,,5,15.462,4.364,4.338,14.054,3.660,7.066,12.700,21.608,7.948,2.923,10.859,4.617
