Participant id,Technique,Granularity,Language,Block no,Condition no,Stimuli,User Response,Trial Start Time,Trial End Time,Trial Time,Accuracy,,Legend,,,T2G1L2,T2G1L1,T2G2L2,T2G2L1,T2G3L2,T2G3L1,T1G1L2,T1G1L1,T1G2L2,T1G2L1,T1G3L2,T1G3L1
P08,TRADITIONAL,paragraph,Latin,0,1,"Suspendisse lobortis sed est pharetra aliquam. In convallis urna id diam porttitor vehicula. Maecenas luctus mauris porttitor erat dictum, nec scelerisque felis feugiat.","Suspendisse lobortis sed est pharetra aliquam. In convallis urna id diam porttitor vehicula. Maecenas luctus mauris porttitor erat dictum, nec scelerisque felis feugiat.",1.44324E+12,1.44324E+12,7863,1,,T1: Autocompaste,,Time,10208.16667,10053,12616.16667,11539.83333,15400.83333,13132.16667,18425.83333,15591.83333,14841.83333,14819.83333,7026.166667,5297.833333
P08,TRADITIONAL,paragraph,English,0,2,"During the 20th century, over 200,000 humpbacks were estimated to have been taken. Reducing the global population by over 90%. With North Atlantic populations estimated to have dropped to as low as 700 individuals.","During the 20th century, over 200,000 humpbacks were estimated to have been taken. Reducing the global population by over 90%. With North Atlantic populations estimated to have dropped to as low as 700 individuals.",1.44324E+12,1.44324E+12,15558,1,,T2: Traditional,,Accuracy,1,1,1,1,1,1,1,1,1,1,1,1
P08,TRADITIONAL,phrase,Latin,0,3,risus elit lobortis,risus elit lobortis,1.44324E+12,1.44324E+12,18429,1,,G1: Paragraph,,Learning,1.8361,-0.5813,0.0411,-1.8899,-3.1116,0.2855,1.9335,0.9996,-1.8477,1.015,-0.8446,0.1787
P08,TRADITIONAL,phrase,English,0,4,can choose to take certain,can choose to take certain,1.44324E+12,1.44324E+12,13094,1,,G2: Phrase,,,,,,,,,,,,,,
P08,TRADITIONAL,sentence,Latin,0,5,"Praesent et nunc sollicitudin, vestibulum diam non, ultricies ligula.","Praesent et nunc sollicitudin, vestibulum diam non, ultricies ligula.",1.44324E+12,1.44324E+12,39629,1,,G3: Sentence,,Trial,T2G1L2,T2G1L1,T2G2L2,T2G2L1,T2G3L2,T2G3L1,T1G1L2,T1G1L1,T1G2L2,T1G2L1,T1G3L2,T1G3L1
P08,TRADITIONAL,sentence,English,0,6,"The darkness pervades this holy place, he thought.","The darkness pervades this holy place, he thought.",1.44324E+12,1.44324E+12,8999,1,,L1: English,,1,7.863,15.558,18.429,13.094,39.629,8.999,9.000,6.537,24.416,15.198,10.867,5.406
P08,AUTOCOMPASTE,paragraph,Latin,0,7,"Praesent sem mi, pharetra in hendrerit in, egestas nec metus. Cras pretium velit ipsum, sed convallis orci dignissim ut. In mattis justo gravida fermentum hendrerit. Cras mattis justo eu nisl iaculis lobortis.","Praesent sem mi, pharetra in hendrerit in, egestas nec metus. Cras pretium velit ipsum, sed convallis orci dignissim ut. In mattis justo gravida fermentum hendrerit. Cras mattis justo eu nisl iaculis lobortis.",1.44324E+12,1.44324E+12,9000,1,,L2: Latin,,2,6.786,6.336,8.833,21.975,8.063,10.537,15.669,22.232,16.157,10.703,7.491,4.743
P08,AUTOCOMPASTE,paragraph,English,0,8,"We had arrived in the middle of a funeral ceremony. A complex ritual that, despite all the assaults of the modern world. Remained almost identical to those described by Chagnon a quarter century earlier.","We had arrived in the middle of a funeral ceremony. A complex ritual that, despite all the assaults of the modern world. Remained almost identical to those described by Chagnon a quarter century earlier.",1.44324E+12,1.44324E+12,6537,1,,,,3,5.964,12.092,11.315,4.828,9.588,24.484,25.706,13.536,11.963,9.996,5.432,5.290
P08,AUTOCOMPASTE,phrase,Latin,0,9,risus elit lobortis,risus elit lobortis,1.44324E+12,1.44324E+12,24416,1,,,,4,14.652,6.986,9.474,14.588,5.352,9.423,14.657,19.016,10.248,22.144,7.576,3.646
P08,AUTOCOMPASTE,phrase,English,0,10,pervades this holy place,pervades this holy place,1.44324E+12,1.44324E+12,15198,1,,,,5,7.336,7.586,8.153,9.140,15.600,12.545,28.444,16.132,11.869,11.457,4.426,7.176
P08,AUTOCOMPASTE,sentence,Latin,0,11,Maecenas sit amet purus at enim molestie maximus at vel est.,Maecenas sit amet purus at enim molestie maximus at vel est.,1.44324E+12,1.44324E+12,10867,1,,,,6,18.648,11.760,19.493,5.614,14.173,12.805,17.079,16.098,14.398,19.421,6.365,5.526
P08,AUTOCOMPASTE,sentence,English,0,12,A murmur from Auriel brought a fast response.,A murmur from Auriel brought a fast response.,1.44324E+12,1.44324E+12,5406,1,,,,,,,,,,,,,,,,
P08,TRADITIONAL,paragraph,Latin,0,13,"Cras scelerisque convallis elit, quis cursus justo auctor non. Aenean congue tortor vel ullamcorper lacinia. Proin elementum ullamcorper efficitur.","Cras scelerisque convallis elit, quis cursus justo auctor non. Aenean congue tortor vel ullamcorper lacinia. Proin elementum ullamcorper efficitur.",1.44324E+12,1.44324E+12,6786,1,,,,,,,,,,,,,,,,
P08,TRADITIONAL,paragraph,English,0,14,This means that there is need for a regular sequence of new editions. Normally one or two per year achieving that sequence can pose problems for the Editorial Secretary. Who may have too few or too many texts ready for publication at any one time.,This means that there is need for a regular sequence of new editions. Normally one or two per year achieving that sequence can pose problems for the Editorial Secretary. Who may have too few or too many texts ready for publication at any one time.,1.44324E+12,1.44324E+12,6336,1,,,,,,,,,,,,,,,,
P08,TRADITIONAL,phrase,Latin,0,15,aliquet et dolor mattis,aliquet et dolor mattis,1.44324E+12,1.44324E+12,8833,1,,,,,,,,,,,,,,,,
P08,TRADITIONAL,phrase,English,0,16,propagate and split as they,propagate and split as they,1.44324E+12,1.44324E+12,21975,1,,,,,,,,,,,,,,,,
